"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"Add rigorous verification_x000D_
_x000D_
### Summary_x000D_
_x000D_
<!-- Provide a general description of the code changes in your pull_x000D_
request... were there any bugs you had fixed? If so, mention them. If_x000D_
these bugs have open GitHub issues, be sure to tag them here as well,_x000D_
to keep the conversation linked together. -->_x000D_
_x000D_
### Other Information_x000D_
_x000D_
<!-- If there's anything else that's important and relevant to your pull_x000D_
request, mention that information here. This could include_x000D_
benchmarks, or other information._x000D_
_x000D_
If you are updating any of the CHANGELOG files or are asked to update the_x000D_
CHANGELOG files by reviewers, please add the CHANGELOG entry at the top of the file._x000D_
_x000D_
Finally, if your pull request affects documentation or any non-code_x000D_
changes, guidelines for those changes are [available_x000D_
here](http://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)_x000D_
_x000D_
Thanks for contributing to Rails! -->_x000D_
","C 0000057",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,"C 0000058",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"closes #35304 _x000D_
_x000D_
Adds `delete_by` and `destroy_by` as relation methods to add missing symmetry._x000D_
_x000D_
@r? @dhh ","C 0000059",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"Since there was no explanation of combining callback conditions in Conditional callbacks, it was added.","C 0000060",0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
"That is considered as silently leaking information._x000D_
If type casting doesn't return any actual value, it should not be_x000D_
matched to any record._x000D_
_x000D_
Fixes #33624._x000D_
Closes #33946.","C 0000061",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The preamble 'finally' is described in item 8.2 of the AR callback._x000D_
However, since it is not the last item, the expression 'finally' is contradictory._x000D_
_x000D_
When item 8.3 was added, I guessed that item 8.2 was supposed to be ""finally"" deleted, so I deleted it.","C 0000062",0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,1,0,0
"### Summary_x000D_
_x000D_
I found rubocop warnings, so automatically corrected them._x000D_
_x000D_
Offenses:_x000D_
_x000D_
```_x000D_
railties/lib/rails/autoloaders.rb:1:1: C: [Corrected] Style/FrozenStringLiteralComment: Missing magic comment # frozen_string_literal: true._x000D_
module Rails_x000D_
^_x000D_
actionmailer/test/base_test.rb:917:1: C: [Corrected] Layout/EmptyLinesAroundBlockBody: Extra empty line detected at block body beginning._x000D_
actionmailer/test/base_test.rb:917:1: C: [Corrected] Layout/TrailingWhitespace: Trailing whitespace detected._x000D_
actionmailer/test/base_test.rb:917:5: C: [Corrected] Style/RedundantBegin: Redundant begin block detected._x000D_
    begin_x000D_
    ^^^^^_x000D_
actionmailer/test/base_test.rb:918:3: C: [Corrected] Layout/IndentationWidth: Use 2 (not 4) spaces for indentation._x000D_
      events = []_x000D_
  ^^^^_x000D_
actionmailer/test/base_test.rb:930:1: C: [Corrected] Layout/EmptyLinesAroundBlockBody: Extra empty line detected at block body end._x000D_
actionmailer/test/base_test.rb:930:1: C: [Corrected] Layout/TrailingWhitespace: Trailing whitespace detected._x000D_
```_x000D_
_x000D_
<!-- Provide a general description of the code changes in your pull_x000D_
request... were there any bugs you had fixed? If so, mention them. If_x000D_
these bugs have open GitHub issues, be sure to tag them here as well,_x000D_
to keep the conversation linked together. -->_x000D_
_x000D_
### Other Information_x000D_
_x000D_
<!-- If there's anything else that's important and relevant to your pull_x000D_
request, mention that information here. This could include_x000D_
benchmarks, or other information._x000D_
_x000D_
If you are updating any of the CHANGELOG files or are asked to update the_x000D_
CHANGELOG files by reviewers, please add the CHANGELOG entry at the top of the file._x000D_
_x000D_
Finally, if your pull request affects documentation or any non-code_x000D_
changes, guidelines for those changes are [available_x000D_
here](http://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)_x000D_
_x000D_
Thanks for contributing to Rails! -->_x000D_
","C 0000063",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"The CI failure for `test_errors_for_bigint_fks_on_integer_pk_table` is_x000D_
due to the poor regex that extract all ``` `(\w+)` ``` like parts from_x000D_
the message (`:foreign_key` should be `""old_car_id""`, but `""engines""`):_x000D_
_x000D_
https://travis-ci.org/rails/rails/jobs/494123455#L1703_x000D_
_x000D_
I've improved the regex more strictly and have more exercised mismatched_x000D_
foreign key tests._x000D_
_x000D_
Fixes #35294","C 0000064",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"### Summary_x000D_
_x000D_
<!-- Provide a general description of the code changes in your pull_x000D_
request... were there any bugs you had fixed? If so, mention them. If_x000D_
these bugs have open GitHub issues, be sure to tag them here as well,_x000D_
to keep the conversation linked together. -->_x000D_
This PR fixes #35296._x000D_
_x000D_
_x000D_
<!--### Other Information_x000D_
_x000D_
If there's anything else that's important and relevant to your pull_x000D_
request, mention that information here. This could include_x000D_
benchmarks, or other information._x000D_
_x000D_
If you are updating any of the CHANGELOG files or are asked to update the_x000D_
CHANGELOG files by reviewers, please add the CHANGELOG entry at the top of the file._x000D_
_x000D_
Finally, if your pull request affects documentation or any non-code_x000D_
changes, guidelines for those changes are [available_x000D_
here](http://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)_x000D_
_x000D_
Thanks for contributing to Rails! -->_x000D_
","C 0000065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"https://travis-ci.org/rails/rails/jobs/493027997#L1689-L1708","C 0000066",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"This commit passes the template format to the digestor in order to come_x000D_
up with a key.  Before this commit, the digestor would depend on the_x000D_
side effect of the template renderer setting the rendered_format on the_x000D_
lookup context.  I would like to remove that mutation, so I've changed_x000D_
this to pass the template format in to the digestor._x000D_
_x000D_
I've introduced a new instance variable that will be alive during a_x000D_
template render.  When the template is being rendered, it pushes the_x000D_
current template on to a stack, setting `@current_template` to the_x000D_
template currently being rendered.  When the cache helper asks the_x000D_
digestor for a key, it uses the format of the template currently on the_x000D_
stack._x000D_
_x000D_
I removed the `rendered_format=` side effect in https://github.com/rails/rails/pull/35265 but the tests failed.  It turns out that the digest caching code depends on that side effect, so this PR aims to remove the digest cache's dependency on the `rendered_format` setter.  This PR fixes the Railties test in #35265 ","C 0000067",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"### Summary_x000D_
_x000D_
Add `Numeric#in_cents` to convert a number to a cents representation, except to `Integer` values._x000D_
","C 0000068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"So I've caught a bug when I was re-using a single hash instance of translation options in a few places in my code, and then noticed that my hash had some extra elements I didn't put there :)_x000D_
_x000D_
Turns out we had that mutating helper all the time right under our noses!_x000D_
_x000D_
OK, so now options will be duplicated **every** time. It could be better for performance to only duplicate those options inside relevant `if` clause, but I decided that this way we will be sure that nobody forgets to perform this operation in case of further changes.","C 0000069",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"[ci skip]_x000D_
_x000D_
Just changing 2 incorrect instances of ""upto"" to ""up to"" in the documentation. ","C 0000070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"### Summary_x000D_
This fixes a bug caused by having too many bind parameters in a query. Queries without the query cache already work correctly by switching to using an unprepared statement. This change adds the same bind parameter length check to the QueryCache. See https://github.com/rails/rails/issues/35251","C 0000071",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"Since #35036, the subclasses of `ActionView::Base` requires the `compiled_method_container` method._x000D_
This is incompatible. For example, `web-console` use view class that subclass of `ActionView::Base`, and does not work it now cause of this._x000D_
_x000D_
I am not sure that using `self.class` is correct, but I think that it is better to show a deprecate message rather than raise exception.","C 0000072",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This deprecates using class level querying methods if the receiver scope_x000D_
regarded as leaked, since #32380 and #35186 may cause that silently_x000D_
leaking information when people upgrade the app._x000D_
_x000D_
We need deprecation first before making those.","C 0000073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"### Summary_x000D_
_x000D_
This pull request addresses the following error._x000D_
It has been reported at https://travis-ci.org/rails/rails/jobs/493530508#L1533_x000D_
_x000D_
```ruby_x000D_
$ cd actioncable_x000D_
$ bundle exec ruby -w -Itest test/subscription_adapter/postgresql_test.rb_x000D_
Traceback (most recent call last):_x000D_
	1: from test/subscription_adapter/postgresql_test.rb:8:in `<main>'_x000D_
test/subscription_adapter/postgresql_test.rb:10:in `<class:PostgresqlAdapterTest>': uninitialized constant PostgresqlAdapterTest::ChannelPrefixTest (NameError)_x000D_
```_x000D_
_x000D_
Follow up #35276","C 0000074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Found some nitpicks while looking at #35242. Feel free to close the PR if these are cosmetic changes._x000D_
_x000D_
@r? @eileencodes _x000D_
","C 0000075",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"### Summary_x000D_
_x000D_
The same DB could be used by multiple apps (or engines, see #34714), thus we need a way to avoid naming conflicts._x000D_
_x000D_
The functionality has been already implemented for Redis (#27425), we only need to include the module._x000D_
_x000D_
","C 0000076",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"This fix should allow AR to raise ActiveRecord::IrreversibleOrderError when an order has more than one argument and include 'nulls first/last'_x000D_
Previously I received `foo NULLS FIRST DESC, bar DESC` from `foo NULLS FIRST, bar` trying to reverse order and it raised pg exception because of bad syntax.","C 0000077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Fixes https://github.com/rails/rails/issues/35194._x000D_
_x000D_
This is a really strange bug._x000D_
_x000D_
For some reason, `.reload_schema_from_cache` called by `Topic.reset_column_information` can change how date time columns behave. It seems to change included modules of `ActiveRecord::Type::DateTime` instances, _but only sometimes_._x000D_
_x000D_
In the expected flow, the value cast starts [here](https://github.com/rails/rails/blob/a20b00db3fd2e05a960c1d68cc7bce64733e49e7/activerecord/lib/active_record/attribute_methods/time_zone_conversion.rb#L11) and includes `[ActiveRecord::Type::Internal::Timezone, #<ActiveModel::Type::Helpers::AcceptsMultiparameterTime:0x00007f8cae260358>, ActiveModel::Type::Helpers::TimeValue, ActiveSupport::ToJsonWithActiveSupportEncoder, ActiveSupport::Dependencies::Loadable, JSON::Ext::Generator::GeneratorMethods::Object, ActiveSupport::Tryable, Kernel]`. In the failing test case, the value cast starts [here](https://github.com/rails/rails/blob/a20b00db3fd2e05a960c1d68cc7bce64733e49e7/activemodel/lib/active_model/type/helpers/accepts_multiparameter_time.rb#L8) and includes `[ActiveSupport::Tryable, #<Module:0x00007f8b010f1e58>]`._x000D_
_x000D_
This seems to be triggered by initializing a new topic in `AttributeMethodsTest#test_YAML_dumping_a_record_with_time_zone-aware_attribute` after resetting column info in a previous test. My proposed solution is more of a band-aid to minimize the blast radius of attribute changes between tests (this was already being done for other tests in `AttributeMethodsTest`)._x000D_
_x000D_
","C 0000078",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Currently `csp_meta_tag` generates `name` attribute only._x000D_
However, in libraries like `Material-UI` and `JSS`, expect that the meta tag that contains the nonce with `property` attribute._x000D_
_x000D_
https://material-ui.com/css-in-js/advanced/#how-does-one-implement-csp_x000D_
https://github.com/cssinjs/jss/blob/master/docs/csp.md_x000D_
_x000D_
This patch allows `csp_meta_tag` to specify arbitrary options and allows `nonce` to be passed to those libraries._x000D_
","C 0000079",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"fixes #35252 _x000D_
_x000D_
@r? @georgeclaghorn _x000D_
_x000D_
cc/ @marcusmalmberg","C 0000080",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Having `order(""CASE column1 WHEN 'data1' THEN 0 ELSE column2 END, column3.id NULLS FIRST, RANDOM()"")` and adding `.last` i get exception from postgres because of invalid query syntax:_x000D_
```_x000D_
ORDER BY CASE column1 WHEN 'data1' THEN 0 ELSE column2 END DESC, column3.id NULLS FIRST DESC, RANDOM()_x000D_
```_x000D_
_x000D_
after making this patch it works correctly:_x000D_
```_x000D_
ORDER BY CASE column1 WHEN 'data1' THEN 0 ELSE column2 END DESC, column3.id DESC NULLS FIRST, RANDOM() DESC_x000D_
```","C 0000081",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"### Summary_x000D_
Both methods were introduced in Ruby 2.5 and fit this use case very_x000D_
nicely: listing a directory's entries excluding the ""."" and "".."" nodes._x000D_
_x000D_
The private method #exclude_from was removed as it no longer serves_x000D_
its original purpose.","C 0000082",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This PR changes template renderers to return a more complex object instead of just a string.  The reason I wanted to do this is because the template renderers modify the lookup context, setting the `rendered_format` on it.  This mutation is extremely far from the owner of the lookup context (the controller).  The reason the mutation is so far from the controller is because the controller didn't know what types of templates had been rendered.  This PR changes the return value such that the controller can now know what was rendered, and the template renderers no longer need to mutate the lookup context._x000D_
_x000D_
Of course this introduces one or two more object allocations per template (one in the case of a partial, two in the case of a collection).  However, benchmarks between master and this branch seem comparable, so I think it's ok:_x000D_
_x000D_
```ruby_x000D_
require ""benchmark/ips""_x000D_
require ""action_view""_x000D_
require ""action_pack""_x000D_
require ""action_controller""_x000D_
require ""stackprof""_x000D_
_x000D_
class TestController < ActionController::Base_x000D_
end_x000D_
_x000D_
TestController.view_paths = [File.expand_path(""test/benchmarks"")]_x000D_
_x000D_
# Create a bunch of data_x000D_
_x000D_
controller_view = TestController.new.view_context_x000D_
_x000D_
Benchmark.ips do |x|_x000D_
  x.report(""many partials"") do_x000D_
    controller_view.render(""many_partials"")_x000D_
  end_x000D_
end_x000D_
```_x000D_
_x000D_
#### This branch:_x000D_
_x000D_
```_x000D_
$ be ruby render_benchmark.rb_x000D_
Warming up --------------------------------------_x000D_
       many partials    52.000  i/100ms_x000D_
Calculating -------------------------------------_x000D_
       many partials    539.589  (± 3.5%) i/s -      2.704k in   5.017926s_x000D_
```_x000D_
_x000D_
#### Master:_x000D_
_x000D_
```_x000D_
$ be ruby render_benchmark.rb_x000D_
Warming up --------------------------------------_x000D_
       many partials    54.000  i/100ms_x000D_
Calculating -------------------------------------_x000D_
       many partials    560.691  (± 3.7%) i/s -      2.808k in   5.015547s_x000D_
```_x000D_
_x000D_
Since the controller now knows what type of templates were rendered, it can set the `rendered_format` property in one place.  We no longer have to do `@lookup_context.rendered_format ||=` because we can be confident that the top level rendered format is the one we want._x000D_
_x000D_
Additionally, I think we can now remove `rendered_format` from the lookup context and just set the content type directly on the response (but I'll follow up with that).","C 0000083",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
